#Digilent WaveForms Network Analyzer - Bode
#Device Name: DiscoveryStudio
#Serial Number: SN:210384AEE647
#Date Time: 2024-01-31 15:18:32.698
#Start: 1000 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.48769 V
#Offset: -0.000244143 V
#Relative: no
#Channel: Channel 2
#Range: 5.61392 V
#Offset: -0.000191494 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
1000.000000000001,1.000656491104236,0.08214277339717013,84.35059160142205
1047.128548050901,1.00063125951055,0.08595132739203111,84.10826660960809
1096.478196143186,1.000688422941115,0.0900264099691592,83.88351767748919
1148.153621496884,1.000737037134622,0.09425392926765515,83.61045389614996
1202.264434617413,1.000601773804421,0.09866071642270163,83.38886566217651
1258.925411794169,1.000627114624681,0.1032615005204142,83.10553111531162
1318.256738556409,1.000645769614351,0.1080014992003637,82.82098386490745
1380.384264602885,1.00057236953056,0.1129989900971827,82.50868162073391
1445.43977074593,1.000573698847359,0.1182256071071646,82.21380131985234
1513.56124843621,1.000628960157263,0.1235849314118598,81.89414947468543
1584.893192461114,1.000547563101813,0.1293062047900484,81.55511297401
1659.586907437563,1.000402410979546,0.1352239969664109,81.19122345542451
1737.800828749376,1.000470184962406,0.1414620325390781,80.83367644446777
1819.700858609984,1.000379803044256,0.1479402929260183,80.45658577741598
1905.46071796325,1.000348965945168,0.154716393478608,80.06252907499196
1995.262314968881,1.000387515193419,0.1617157701390551,79.62666736669541
2089.296130854041,1.000333306591207,0.1690270724793665,79.19152663575957
2187.761623949554,1.000188497941473,0.1766872862920557,78.7413603353275
2290.867652767774,1.000203284643556,0.1846700290216959,78.26652755978921
2398.832919019493,1.000156147150696,0.1929550877821758,77.77628034877364
2511.886431509582,1.000025396954324,0.2015897194232149,77.25817916532957
2630.267991895385,1.000005837683485,0.2105177063444911,76.71920341131184
2754.228703338169,0.9998735141641837,0.2198689017335762,76.15861186379561
2884.031503126609,0.9998631065262777,0.2296438643075511,75.5753976934339
3019.951720402019,0.999766185327676,0.2396652897355711,74.96145916667587
3162.277660168382,0.9997778104670273,0.2500988359749924,74.33124221085743
3311.311214825914,0.999617732618639,0.2609356364122886,73.67849702745546
3467.368504525317,0.9995618485144619,0.2722320161330557,72.99904939283951
3630.780547701017,0.9993626569949865,0.2837896923845886,72.29207439439929
3801.893963205617,0.9993370486203601,0.2958333037312891,71.5591903159735
3981.071705534973,0.9991998121682218,0.3082916367782113,70.78527113296053
4168.693834703359,0.9990249060640113,0.321091015000556,70.00150562258733
4365.158322401665,0.9990010988282897,0.3343165488781987,69.18152202467593
4570.881896148752,0.998771340393946,0.3479153611588146,68.33826889951516
4786.300923226389,0.998700588596131,0.3619122010455234,67.466310858886
5011.87233627273,0.9985445807049175,0.3762594235632361,66.55271230883535
5248.074602497728,0.9981068328408249,0.3910149341450251,65.62606542823991
5495.408738576254,0.9981508696629373,0.4061147904973981,64.66379105231599
5754.399373371578,0.9979504251454785,0.4214483406524033,63.67289220899955
6025.59586074358,0.9977456550944489,0.4370802134995866,62.65149136825207
6309.573444801937,0.9976143212384826,0.4530833404448744,61.61583818781332
6606.934480075965,0.9974739451141196,0.4693229391731038,60.5440903648543
6918.30970918937,0.9963812437558306,0.4856903770792022,59.4506500009937
7244.359600749906,0.9968788816944582,0.5023981525366017,58.32367981310013
7585.775750291844,0.9967895974460678,0.5191111068324129,57.18239111180068
7943.282347242821,0.9965846762727724,0.5359560393921836,56.02286931463149
8317.637711026719,0.9959598497490683,0.5528546735282431,54.83933468674249
8709.635899560815,0.9953276963136473,0.5697668620120346,53.64014995839941
9120.108393559105,0.9947695618338281,0.5866629649709825,52.41992229136662
9549.925860214369,0.994608863798448,0.6035076655121153,51.18906259617217
10000,0.9947179989301419,0.6202611009878948,49.93767815767666
10471.28548050901,0.9947447975054299,0.636831739760772,48.68995495131783
10964.78196143186,0.9946855156689898,0.6531176757523917,47.42356841392196
11481.53621496883,0.9943496954283566,0.6690759150977176,46.16160479442244
12022.64434617414,0.9940151745030511,0.6850354775114893,44.89223082300502
12589.25411794168,0.991936357602797,0.7004455699579518,43.62795715505817
13182.56738556407,0.9935396994168038,0.7155391640301688,42.36138030447175
13803.84264602886,0.9931590707952435,0.7301470038036139,41.09987635344602
14454.39770745929,0.9921279533975538,0.744483227972756,39.84980656893762
15135.61248436209,0.9927504932449684,0.7582089338345152,38.60546482673081
15848.93192461115,0.9924143282194302,0.7714482544175815,37.38020147141185
16595.86907437562,0.9920030129552535,0.7842829363229179,36.16393588122423
17378.00828749376,0.9920039211176076,0.7965501484792,34.96396276248399
18197.00858609984,0.9910877930308787,0.8084365538040287,33.78169759887813
19054.60717963249,0.9915472891513499,0.8194923426038621,32.62354408578073
19952.62314968881,0.9910093096702028,0.8300932083250429,31.4797980345398
20892.96130854039,0.9911341733146285,0.8402601097112673,30.36699851035592
21877.61623949554,0.9911407603087717,0.849819963504536,29.27610949788829
22908.67652767775,0.9908902688770624,0.8590348884308661,28.20853470902857
23988.32919019491,0.9905906916550389,0.8675282114651389,27.1690213537741
25118.86431509582,0.9893187050728574,0.8756621558750899,26.15243664775824
26302.67991895384,0.990656655527597,0.8832538193665594,25.16225056066585
27542.28703338168,0.9903890883141109,0.890489591285296,24.20488002034605
28840.31503126608,0.9890694538473315,0.897047375848452,23.26758276179602
30199.51720402019,0.9900544489086022,0.9034125597866857,22.37004262279402
31622.77660168381,0.9903384993132084,0.9091637678030304,21.49029934394271
33113.11214825913,0.9902517560560543,0.9146976606420308,20.63773701900031
34673.68504525317,0.9904001911798181,0.9197248363200355,19.82146790395404
36307.80547701016,0.9904493592623099,0.9244965769675653,19.03351666234633
38018.93963205612,0.9905682498843839,0.9288245975238134,18.27459039352388
39810.71705534973,0.99048455501475,0.9331488715863854,17.5405862863872
41686.93834703357,0.9905103645101916,0.9370200483715915,16.80668510885562
43651.58322401661,0.9907262686731798,0.9405907508193365,16.1290450000449
45708.81896148752,0.990649896272041,0.9436896411651264,15.46317501078191
47863.00923226388,0.9902719026071158,0.9468554531734841,14.82787328348122
50118.72336272725,0.9903670623163324,0.9496528598376283,14.22711629252468
52480.74602497728,0.9911896437765997,0.9522050500978894,13.62789268401389
54954.08738576245,0.991264909585135,0.954620620412862,13.06457772395146
57543.99373371572,0.9916229565163236,0.9570095559545229,12.51839947079193
60255.95860743581,0.9918404902286441,0.959165101572389,11.98513243024783
63095.73444801933,0.9919068789143687,0.9610377044322193,11.48982827248035
66069.34480075965,0.9922674703284453,0.9628470257491073,10.99892250392509
69183.09709189367,0.9923880689935802,0.9644400137841728,10.53738989962166
72443.59600749903,0.9927910733265897,0.9660217562764453,10.09247754017542
75857.75750291844,0.9927142838413895,0.9675003349544609,9.670919071982524
79432.82347242818,0.9919159304648939,0.9684806526033244,9.261821115989928
83176.37711026713,0.992455366663885,0.9698215798703338,8.852813460792547
87096.35899560805,0.9932051566173299,0.9708631552118265,8.494143604729857
91201.08393559101,0.9935469061204576,0.9719639269862965,8.13535530545434
95499.25860214364,0.9930328131710489,0.9730611022823522,7.779472694108563
100000,0.9941165845832338,0.9739841681441375,7.452847171000098
104712.85480509,0.9946559398494478,0.9748353742822168,7.141432644560339
109647.8196143186,0.9949640527466157,0.9753740934625506,6.841008163142038
114815.3621496883,0.9951012749042486,0.9761114042707999,6.547932806618093
120226.4434617413,0.9951627156421377,0.9767661656906051,6.268059469560484
125892.5411794167,0.9950177372540556,0.9771638975647201,5.992507139835947
131825.6738556407,0.9947919512758178,0.9779545324321336,5.746738826243615
138038.4264602886,0.9950396071621213,0.9783548902867322,5.512424886515703
144543.9770745928,0.9954779762153507,0.9789545740141172,5.274261333398442
151356.1248436209,0.9950718460933314,0.9793904926285275,5.058709817079574
158489.3192461114,0.9950649844520085,0.9800394660582491,4.845033861064124
165958.6907437561,0.9951970696214644,0.9802588637788979,4.637282176812519
173780.0828749376,0.993403426333867,0.9805794954645752,4.447543348816396
181970.0858609984,0.994473567048583,0.9811471446780606,4.259545095698824
190546.0717963248,0.9940307238757052,0.9814253076932545,4.084559770258664
199526.2314968881,0.9933190266043244,0.9821113501630269,3.912243615605888
208929.613085404,0.9932417560477852,0.9822937710131368,3.751381737058082
218776.1623949553,0.9926737238610653,0.9826464528758917,3.585291480153359
229086.7652767773,0.9920525776911284,0.9831189210851712,3.444357260852009
239883.2919019491,0.991077257072318,0.9831765717476156,3.275794157692218
251188.6431509582,0.9899177661397127,0.9838260270653875,3.148004956376695
263026.7991895382,0.988599931843711,0.9841410687946899,2.997475242993232
275422.8703338167,0.9883706623422516,0.9844045074786051,2.872017764595753
288403.1503126606,0.9883027365980492,0.984420380746184,2.727698766242419
301995.1720402017,0.987877925847817,0.9847691073660011,2.614163081820079
316227.766016838,0.9871035116513198,0.9846771494351125,2.505573603019997
331131.121482591,0.9863205604949205,0.9850402550089103,2.376048295173263
346736.8504525317,0.9850000539845363,0.9849499931081782,2.275872239610216
363078.0547701015,0.9845106741209289,0.9852948425481995,2.17274899021568
380189.3963205612,0.9840315177905817,0.9851378643520663,2.07655869300261
398107.1705534974,0.9824844513934426,0.9853068999461685,1.992378953754752
416869.3834703353,0.9825105336940225,0.9853128809009004,1.895598256256363
436515.832240166,0.9818044189303642,0.9853159413792359,1.824802734146841
457088.1896148752,0.9800605210333623,0.9853002842698968,1.742571676480473
478630.0923226383,0.9803621248414968,0.9854853530424013,1.664221111967152
501187.2336272725,0.9795278796815282,0.9855224318356588,1.58518762865188
524807.4602497725,0.978746020692229,0.9855410235690161,1.526209935904419
549540.8738576246,0.978138703345409,0.9856420353327829,1.465775590564888
575439.9373371572,0.9775930945656613,0.9858569862881471,1.406891491004139
602559.5860743576,0.9764719673684721,0.985950983860301,1.342462192596106
630957.3444801933,0.9762536582789634,0.9859999886123616,1.2916643333715
660693.4480075957,0.9755977964989417,0.9859244634146376,1.228801491760734
691830.9709189365,0.9750108823607921,0.9860790662738448,1.157724545318899
724435.9600749902,0.9742504630607385,0.985883284543701,1.123886580468934
758577.5750291836,0.9740368093819638,0.9862487678768249,1.086618657937123
794328.2347242816,0.973303907695546,0.9863900359587011,1.03798920382534
831763.7711026713,0.9729403612580786,0.9863425675599554,0.9915868723815748
870963.5899560805,0.9718088004003341,0.9864074699569096,0.9511057962675409
912010.8393559098,0.9715492092309178,0.9865101958001,0.9123470342201472
954992.5860214357,0.9711286940440951,0.9866169818444214,0.8736200797996787
1000000,0.9701307323287049,0.9866794111385999,0.837172293738675
